item_name,image_path,image,checked,page,column,row,notes_1_name,notes_1,notes_2_name,notes_2,notes_3_name,notes_3,notes_4_name,notes_4,notes_
Wizard,images/Wizard.png,pyimage451,False,Villagers,3,3,Loves:,"Super Cucumber, Purple Mushroom, Solar Essence, Void Essence",Birthday:,Winter 17,Hearts:,0,Gifts:,0,0
Duck Egg,images/Duck_Egg.png,pyimage452,False,Animal,0,0,Quantity:,1,Bundle:,Pantry: Animal (5/6),,,,,
Large Brown Egg,images/Large_Brown_Egg.png,pyimage453,False,Animal,1,0,Quantity:,1,Bundle:,Pantry: Animal (5/6),,,,,
Large Egg,images/Large_Egg.png,pyimage454,False,Animal,2,0,Quantity:,1,Bundle:,Pantry: Animal (5/6),,,,,
Large Goat Milk,images/Large_Goat_Milk.png,pyimage455,False,Animal,3,0,Quantity:,1,Bundle:,Pantry: Animal (5/6),,,,,
Large Milk,images/Large_Milk.png,pyimage456,False,Animal,4,0,Quantity:,1,Bundle:,Pantry: Animal (5/6),,,,,
Wool,images/Wool.png,pyimage457,False,Animal,5,0,Quantity:,1,Bundle:,Pantry: Animal (5/6),,,,,
Cheese,images/Cheese.png,pyimage458,False,Animal,6,0,Quantity:,1,Bundle:,Pantry: Artisan (6/12),,,,,
Cloth,images/Cloth.png,pyimage459,False,Animal,7,0,Quantity:,1,Bundle:,Pantry: Artisan (6/12),,,,,
Goat Cheese,images/Goat_Cheese.png,pyimage460,False,Animal,8,0,Quantity:,1,Bundle:,Pantry: Artisan (6/12),,,,,
Truffle Oil,images/Truffle_Oil.png,pyimage461,False,Animal,9,0,Quantity:,1,Bundle:,Pantry: Artisan (6/12),,,,,
Truffle,images/Truffle.png,pyimage462,False,Animal,0,1,Quantity:,1,Bundle:,Bulletin Board: Chef's,,,,,
Duck Feather,images/Duck_Feather.png,pyimage463,False,Animal,1,1,Quantity:,1,Bundle:,Bulletin Board: Dye,,,,,
Rabbit's Foot,images/Rabbit's_Foot.png,pyimage464,False,Animal,2,1,Quantity:,1,Bundle:,Bulletin Board: Enchanter's,,,,,
Apple,images/Apple.png,pyimage465,False,Fall,0,0,Quantity:,1,Bundle:,Pantry: Artisan (6/12),,,,,
Apricot,images/Apricot.png,pyimage466,False,Fall,1,0,Quantity:,1,Bundle:,Pantry: Artisan (6/12),,,,,
Cherry,images/Cherry.png,pyimage467,False,Fall,2,0,Quantity:,1,Bundle:,Pantry: Artisan (6/12),,,,,
Orange,images/Orange.png,pyimage468,False,Fall,3,0,Quantity:,1,Bundle:,Pantry: Artisan (6/12),,,,,
Peach,images/Peach.png,pyimage469,False,Fall,4,0,Quantity:,1,Bundle:,Pantry: Artisan (6/12),,,,,
Pomegranate,images/Pomegranate.png,pyimage470,False,Fall,5,0,Quantity:,1,Bundle:,Pantry: Artisan (6/12),,,,,
Pomegranate,images/Pomegranate.png,pyimage471,False,Fall,6,0,Quantity:,1,Bundle:,Bulletin Board: Enchanter's,,,,,
Eggplant,images/Eggplant.png,pyimage472,False,Fall,7,0,Quantity:,1,Bundle:,Pantry: Fall Crops,,,,,
Pumpkin,images/Pumpkin.png,pyimage473,False,Fall,8,0,Quantity:,1,Bundle:,Pantry: Fall Crops,,,,,
Yam,images/Yam.png,pyimage474,False,Fall,9,0,Quantity:,1,Bundle:,Pantry: Fall Crops,,,,,
Blackberry,images/Blackberry.png,pyimage475,False,Fall,0,1,Quantity:,1,Bundle:,Crafts: Fall Foraging,,,,,
Common Mushroom,images/Common_Mushroom.png,pyimage476,False,Fall,1,1,Quantity:,1,Bundle:,Crafts: Fall Foraging,,,,,
Hazelnut,images/Hazelnut.png,pyimage477,False,Fall,2,1,Quantity:,1,Bundle:,Crafts: Fall Foraging,,,,,
Wild Plum,images/Wild_Plum.png,pyimage478,False,Fall,3,1,Quantity:,1,Bundle:,Crafts: Fall Foraging,,,,,
Apple,images/Apple.png,pyimage479,False,Fall,4,1,Quantity:,3,Bundle:,Bulletin Board: Fodder,,,,,
Gold Pumpkin,images/Pumpkin.png,pyimage480,False,Fall,5,1,Quantity:,5,Bundle:,Pantry: Quality Crops,,,,,
Clam,images/Clam.png,pyimage481,False,Fish,0,0,Season/Time:,Any,Bundle:,Fish Tank: Crab Pot (5/10),Location:,Beach,Weather:,Any,
Cockle,images/Cockle.png,pyimage482,False,Fish,1,0,Season/Time:,Any,Bundle:,Fish Tank: Crab Pot (5/10),Location:,Ocean,Weather:,Any,
Crab,images/Crab.png,pyimage483,False,Fish,2,0,Season/Time:,Any,Bundle:,Fish Tank: Crab Pot (5/10),Location:,Ocean,Weather:,Any,
Crayfish,images/Crayfish.png,pyimage484,False,Fish,3,0,Season/Time:,Any,Bundle:,Fish Tank: Crab Pot (5/10),Location:,Freshwater,Weather:,Any,
Lobster,images/Lobster.png,pyimage485,False,Fish,4,0,Season/Time:,Any,Bundle:,Fish Tank: Crab Pot (5/10),Location:,Ocean,Weather:,Any,
Mussel,images/Mussel.png,pyimage486,False,Fish,5,0,Season/Time:,Any,Bundle:,Fish Tank: Crab Pot (5/10),Location:,Ocean,Weather:,Any,
Oyster,images/Oyster.png,pyimage487,False,Fish,6,0,Season/Time:,Any,Bundle:,Fish Tank: Crab Pot (5/10),Location:,Ocean,Weather:,Any,
Periwinkle,images/Periwinkle.png,pyimage488,False,Fish,7,0,Season/Time:,Any,Bundle:,Fish Tank: Crab Pot (5/10),Location:,Freshwater,Weather:,Any,
Shrimp,images/Shrimp.png,pyimage489,False,Fish,8,0,Season/Time:,Any,Bundle:,Fish Tank: Crab Pot (5/10),Location:,Ocean,Weather:,Any,
Snail,images/Snail.png,pyimage490,False,Fish,9,0,Season/Time:,Any,Bundle:,Fish Tank: Crab Pot (5/10),Location:,Freshwater,Weather:,Any,
Sea Urchin,images/Sea_Urchin.png,pyimage491,False,Fish,0,1,Season/Time:,,Bundle:,Bulletin Board: Dye,Location:,Beach,Weather:,Any,
Chub,images/Chub.png,pyimage492,False,Fish,1,1,Season/Time:,"Any, Anytime",Bundle:,Bulletin Board: Field Research,Location:,"Forest River, Mountain Lake",Weather:,Any,
Nautilus Shell,images/Nautilus_Shell.png,pyimage493,False,Fish,2,1,Season/Time:,,Bundle:,Bulletin Board: Field Research,Location:,Beach,Weather:,Any,
Bullhead,images/Bullhead.png,pyimage494,False,Fish,3,1,Season/Time:,"Any, Anytime",Bundle:,Fish Tank: Lake Fish,Location:,Mountain Lake,Weather:,Any,
Carp,images/Carp.png,pyimage495,False,Fish,4,1,Season/Time:,"Any, Anytime",Bundle:,Fish Tank: Lake Fish,Location:,"Mountain Lake, Secret Woods Pond, Sewers",Weather:,Any,
Largemouth Bass,images/Largemouth_Bass.png,pyimage496,False,Fish,5,1,Season/Time:,"Any, 6am - 7pm",Bundle:,Fish Tank: Lake Fish,Location:,Mountain Lake,Weather:,Any,
Sturgeon,images/Sturgeon.png,pyimage497,False,Fish,6,1,Season/Time:,"Summer, 6am - 7pm",Bundle:,Fish Tank: Lake Fish,Location:,Mountain Lake,Weather:,Any,
Bream,images/Bream.png,pyimage498,False,Fish,7,1,Season/Time:,"Any, 6pm - 2am",Bundle:,Fish Tank: Night Fishing,Location:,River (Town+Forest),Weather:,Any,
Eel,images/Eel.png,pyimage499,False,Fish,8,1,Season/Time:,"Spring, Fall, 4pm - 2am",Bundle:,Fish Tank: Night Fishing,Location:,Ocean,Weather:,Rain,
Walleye,images/Walleye.png,pyimage500,False,Fish,9,1,Season/Time:,"Fall, Winter, 12pm - 2am",Bundle:,Fish Tank: Night Fishing,Location:,"River (Town+Forest), Forest Pond, Mountain Lake",Weather:,Rain,
Red Snapper,images/Red_Snapper.png,pyimage501,False,Fish,0,2,Season/Time:,"Summer, Fall, 6am - 7pm",Bundle:,Fish Tank: Ocean Fish,Location:,Ocean,Weather:,Rain,
Sardine,images/Sardine.png,pyimage502,False,Fish,1,2,Season/Time:,"Spring, Fall, Winter, 6am - 7pm",Bundle:,Fish Tank: Ocean Fish,Location:,Ocean,Weather:,Any,
Tilapia,images/Tilapia.png,pyimage503,False,Fish,2,2,Season/Time:,"Summer, Fall, 6am - 2pm",Bundle:,Fish Tank: Ocean Fish,Location:,"Ocean, Ginger Island rivers",Weather:,Any,
Tuna,images/Tuna.png,pyimage504,False,Fish,3,2,Season/Time:,"Summer, Winter, 6am - 7pm",Bundle:,Fish Tank: Ocean Fish,Location:,Ocean,Weather:,Any,
Catfish,images/Catfish.png,pyimage505,False,Fish,4,2,Season/Time:,"Spring, Fall, 6am - 12am",Bundle:,Fish Tank: River Fish,Location:,"River (Town+Forest), Secret Woods Pond, Witch's Swamp",Weather:,Rain,
Shad,images/Shad.png,pyimage506,False,Fish,5,2,Season/Time:,"Spring, Summer, Fall, 9am - 2am",Bundle:,Fish Tank: River Fish,Location:,River (Town+Forest),Weather:,Rain,
Sunfish,images/Sunfish.png,pyimage507,False,Fish,6,2,Season/Time:,"Spring, Summer, 6am - 7pm",Bundle:,Fish Tank: River Fish,Location:,River (Town+Forest),Weather:,Sun,
Tiger Trout,images/Tiger_Trout.png,pyimage508,False,Fish,7,2,Season/Time:,"Fall, Winter, 6am - 7pm",Bundle:,Fish Tank: River Fish,Location:,River (Town+Forest),Weather:,Any,
Ghostfish,images/Ghostfish.png,pyimage509,False,Fish,8,2,Season/Time:,"Any, Anytime",Bundle:,Fish Tank: Special,Location:,"Mines (20, 60), Ghost Drops",Weather:,Any,
Pufferfish,images/Pufferfish.png,pyimage510,False,Fish,9,2,Season/Time:,"Summer, 12am - 4pm",Bundle:,Fish Tank: Special,Location:,Ocean,Weather:,Sun,
Sandfish,images/Sandfish.png,pyimage511,False,Fish,0,3,Season/Time:,"Any, 6am - 8pm",Bundle:,Fish Tank: Special,Location:,The Desert,Weather:,Any,
Woodskip,images/Woodskip.png,pyimage512,False,Fish,1,3,Season/Time:,"Any, Anytime",Bundle:,Fish Tank: Special,Location:,"Secret Woods Pond, Forest Farm",Weather:,Any,
Bat Wing,images/Bat_Wing.png,pyimage513,False,Mining,0,0,Quantity:,10,Bundle:,Boiler Room: Adventurer's (2/4),,,,,
Slime,images/Slime.png,pyimage514,False,Mining,1,0,Quantity:,99,Bundle:,Boiler Room: Adventurer's (2/4),,,,,
Solar Essence,images/Solar_Essence.png,pyimage515,False,Mining,2,0,Quantity:,1,Bundle:,Boiler Room: Adventurer's (2/4),,,,,
Void Essence,images/Void_Essence.png,pyimage516,False,Mining,3,0,Quantity:,1,Bundle:,Boiler Room: Adventurer's (2/4),,,,,
Copper Bar,images/Copper_Bar.png,pyimage517,False,Mining,4,0,Quantity:,1,Bundle:,Boiler Room: Blacksmith's,,,,,
Gold Bar,images/Gold_Bar.png,pyimage518,False,Mining,5,0,Quantity:,1,Bundle:,Boiler Room: Blacksmith's,,,,,
Iron Bar,images/Iron_Bar.png,pyimage519,False,Mining,6,0,Quantity:,1,Bundle:,Boiler Room: Blacksmith's,,,,,
Aquamarine,images/Aquamarine.png,pyimage520,False,Mining,7,0,Quantity:,1,Bundle:,Bulletin Board: Dye,,,,,
Cave Carrot,images/Cave_Carrot.png,pyimage521,False,Mining,8,0,Quantity:,1,Bundle:,Crafts: Exotic Foraging (5/9),,,,,
Frozen Geode,images/Frozen_Geode.png,pyimage522,False,Mining,9,0,Quantity:,1,Bundle:,Bulletin Board: Field Research,,,,,
Earth Crystal,images/Earth_Crystal.png,pyimage523,False,Mining,0,1,Quantity:,1,Bundle:,Boiler Room: Geologist's,,,,,
Fire Quartz,images/Fire_Quartz.png,pyimage524,False,Mining,1,1,Quantity:,1,Bundle:,Boiler Room: Geologist's,,,,,
Frozen Tear,images/Frozen_Tear.png,pyimage525,False,Mining,2,1,Quantity:,1,Bundle:,Boiler Room: Geologist's,,,,,
Quartz,images/Quartz.png,pyimage526,False,Mining,3,1,Quantity:,1,Bundle:,Boiler Room: Geologist's,,,,,
Caviar,images/Caviar.png,pyimage527,False,Missing,4,1,Quantity:,1,Bundle:,Missing (5/6),,,,,
Dinosaur Mayo,images/Dinosaur_Mayonnaise.png,pyimage528,False,Missing,5,1,Quantity:,1,Bundle:,Missing (5/6),,,,,
Gold Ancient Fruit,images/Ancient_Fruit.png,pyimage529,False,Missing,6,1,Quantity:,1,Bundle:,Missing (5/6),,,,,
Gold Void Salmon,images/Void_Salmon.png,pyimage530,False,Missing,7,1,Quantity:,1,Bundle:,Missing (5/6),,,,,
Prismatic Shard,images/Prismatic_Shard.png,pyimage531,False,Missing,8,1,Quantity:,1,Bundle:,Missing (5/6),,,,,
Silver Wine,images/Wine.png,pyimage532,False,Missing,9,1,Quantity:,1,Bundle:,Missing (5/6),,,,,
Honey,images/Honey.png,pyimage533,False,Other,0,0,Quantity:,1,Bundle:,Pantry: Artisan (6/12),,,,,
Jelly,images/Jelly.png,pyimage534,False,Other,1,0,Quantity:,1,Bundle:,Pantry: Artisan (6/12),,,,,
Fried Egg,images/Fried_Egg.png,pyimage535,False,Other,2,0,Quantity:,1,Bundle:,Bulletin Board: Chef's,,,,,
Maki Roll,images/Maki_Roll.png,pyimage536,False,Other,3,0,Quantity:,1,Bundle:,Bulletin Board: Chef's,,,,,
Maple Syrup,images/Maple_Syrup.png,pyimage537,False,Other,4,0,Quantity:,1,Bundle:,Bulletin Board: Chef's,,,,,
Red Cabbage,images/Red_Cabbage.png,pyimage538,False,Other,5,0,Quantity:,1,Bundle:,Bulletin Board: Dye,,,,,
Red Mushroom,images/Red_Mushroom.png,pyimage539,False,Other,6,0,Quantity:,1,Bundle:,Bulletin Board: Dye,,,,,
Oak Resin,images/Oak_Resin.png,pyimage540,False,Other,7,0,Quantity:,1,Bundle:,Bulletin Board: Enchanter's,,,,,
Wine,images/Wine.png,pyimage541,False,Other,8,0,Quantity:,1,Bundle:,Bulletin Board: Enchanter's,,,,,
Cactus Fruit,images/Cactus_Fruit.png,pyimage542,False,Other,9,0,Quantity:,1,Bundle:,Crafts: Exotic Foraging (5/9),,,,,
Coconut,images/Coconut.png,pyimage543,False,Other,0,1,Quantity:,1,Bundle:,Crafts: Exotic Foraging (5/9),,,,,
Maple Syrup,images/Maple_Syrup.png,pyimage544,False,Other,1,1,Quantity:,1,Bundle:,Crafts: Exotic Foraging (5/9),,,,,
Morel,images/Morel.png,pyimage545,False,Other,2,1,Quantity:,1,Bundle:,Crafts: Exotic Foraging (5/9),,,,,
Oak Resin,images/Oak_Resin.png,pyimage546,False,Other,3,1,Quantity:,1,Bundle:,Crafts: Exotic Foraging (5/9),,,,,
Pine Tar,images/Pine_Tar.png,pyimage547,False,Other,4,1,Quantity:,1,Bundle:,Crafts: Exotic Foraging (5/9),,,,,
Purple Mushroom,images/Purple_Mushroom.png,pyimage548,False,Other,5,1,Quantity:,1,Bundle:,Crafts: Exotic Foraging (5/9),,,,,
Red Mushroom,images/Red_Mushroom.png,pyimage549,False,Other,6,1,Quantity:,1,Bundle:,Crafts: Exotic Foraging (5/9),,,,,
Purple Mushroom,images/Purple_Mushroom.png,pyimage550,False,Other,7,1,Quantity:,1,Bundle:,Bulletin Board: Field Research,,,,,
"2,500g",images/2500_bundle.png,pyimage551,False,Other,8,1,Quantity:,1,Bundle:,Vault,,,,,
"5,000g",images/5000_bundle.png,pyimage552,False,Other,9,1,Quantity:,1,Bundle:,Vault,,,,,
"10,000g",images/10000_bundle.png,pyimage553,False,Other,0,2,Quantity:,1,Bundle:,Vault,,,,,
"25,000g",images/25000_bundle.png,pyimage554,False,Other,1,2,Quantity:,1,Bundle:,Vault,,,,,
Cheese Press,images/TODO.png,pyimage555,False,Other,2,2,Quantity:,1,Bundle:,To Do,,,,,
Del Barn,images/TODO.png,pyimage556,False,Other,3,2,Quantity:,1,Bundle:,To Do,,,,,
Del Coop,images/TODO.png,pyimage557,False,Other,4,2,Quantity:,1,Bundle:,To Do,,,,,
Keg,images/TODO.png,pyimage558,False,Other,5,2,Quantity:,1,Bundle:,To Do,,,,,
Lg Barn,images/TODO.png,pyimage559,False,Other,6,2,Quantity:,1,Bundle:,To Do,,,,,
Lg Coop,images/TODO.png,pyimage560,False,Other,7,2,Quantity:,1,Bundle:,To Do,,,,,
Loom,images/TODO.png,pyimage561,False,Other,8,2,Quantity:,1,Bundle:,To Do,,,,,
Mayo Machine,images/TODO.png,pyimage562,False,Other,9,2,Quantity:,1,Bundle:,To Do,,,,,
Oil Maker,images/TODO.png,pyimage563,False,Other,0,3,Quantity:,1,Bundle:,To Do,,,,,
Reg Barn,images/TODO.png,pyimage564,False,Other,1,3,Quantity:,1,Bundle:,To Do,,,,,
Reg Coop,images/TODO.png,pyimage565,False,Other,2,3,Quantity:,1,Bundle:,To Do,,,,,
Silo,images/TODO.png,pyimage566,False,Other,3,3,Quantity:,1,Bundle:,To Do,,,,,
Upgrade House (cook),images/TODO.png,pyimage567,False,Other,4,3,Quantity:,1,Bundle:,To Do,,,,,
Stone,images/Stone.png,pyimage568,False,Spring,0,0,Quantity:,99,Bundle:,Crafts: Construction,,,,,
Wood,images/Wood.png,pyimage569,False,Spring,1,0,Quantity:,198,Bundle:,Crafts: Construction,,,,,
Gold Parsnip,images/Parsnip.png,pyimage570,False,Spring,2,0,Quantity:,5,Bundle:,Pantry: Quality Crops,,,,,
Cauliflower,images/Cauliflower.png,pyimage571,False,Spring,3,0,Quantity:,1,Bundle:,Pantry: Spring Crops,,,,,
Green Bean,images/Green_Bean.png,pyimage572,False,Spring,4,0,Quantity:,1,Bundle:,Pantry: Spring Crops,,,,,
Parsnip,images/Parsnip.png,pyimage573,False,Spring,5,0,Quantity:,1,Bundle:,Pantry: Spring Crops,,,,,
Potato,images/Potato.png,pyimage574,False,Spring,6,0,Quantity:,1,Bundle:,Pantry: Spring Crops,,,,,
Daffodil,images/Daffodil.png,pyimage575,False,Spring,7,0,Quantity:,1,Bundle:,Crafts: Spring Foraging,,,,,
Dandelion,images/Dandelion.png,pyimage576,False,Spring,8,0,Quantity:,1,Bundle:,Crafts: Spring Foraging,,,,,
Leek,images/Leek.png,pyimage577,False,Spring,9,0,Quantity:,1,Bundle:,Crafts: Spring Foraging,,,,,
Wild Horseradish,images/Wild_Horseradish.png,pyimage578,False,Spring,0,1,Quantity:,1,Bundle:,Crafts: Spring Foraging,,,,,
Fiddlehead Fern,images/Fiddlehead_Fern.png,pyimage579,False,Summer,0,0,Quantity:,1,Bundle:,Bulletin Board: Chef's,,,,,
Poppy,images/Poppy.png,pyimage580,False,Summer,1,0,Quantity:,1,Bundle:,Bulletin Board: Chef's,,,,,
Hardwood,images/Hardwood.png,pyimage581,False,Summer,2,0,Quantity:,10,Bundle:,Crafts: Construction,,,,,
Sunflower,images/Sunflower.png,pyimage582,False,Summer,3,0,Quantity:,1,Bundle:,Bulletin Board: Dye,,,,,
Corn,images/Corn.png,pyimage583,False,Summer,4,0,Quantity:,1,Bundle:,Pantry: Fall Crops,,,,,
Hay,images/Hay.png,pyimage584,False,Summer,5,0,Quantity:,10,Bundle:,Bulletin Board: Fodder,,,,,
Wheat,images/Wheat.png,pyimage585,False,Summer,6,0,Quantity:,10,Bundle:,Bulletin Board: Fodder,,,,,
Gold Corn,images/Corn.png,pyimage586,False,Summer,7,0,Quantity:,5,Bundle:,Pantry: Quality Crops,,,,,
Gold Melon,images/Melon.png,pyimage587,False,Summer,8,0,Quantity:,5,Bundle:,Pantry: Quality Crops,,,,,
Blueberry,images/Blueberry.png,pyimage588,False,Summer,9,0,Quantity:,1,Bundle:,Pantry: Summer Crops,,,,,
Hot Pepper,images/Hot_Pepper.png,pyimage589,False,Summer,0,1,Quantity:,1,Bundle:,Pantry: Summer Crops,,,,,
Melon,images/Melon.png,pyimage590,False,Summer,1,1,Quantity:,1,Bundle:,Pantry: Summer Crops,,,,,
Tomato,images/Tomato.png,pyimage591,False,Summer,2,1,Quantity:,1,Bundle:,Pantry: Summer Crops,,,,,
Grape,images/Grape.png,pyimage592,False,Summer,3,1,Quantity:,1,Bundle:,Crafts: Summer Foraging,,,,,
Spice Berry,images/Spice_Berry.png,pyimage593,False,Summer,4,1,Quantity:,1,Bundle:,Crafts: Summer Foraging,,,,,
Sweet Pea,images/Sweet_Pea.png,pyimage594,False,Summer,5,1,Quantity:,1,Bundle:,Crafts: Summer Foraging,,,,,
Plant Apple,images/TODO.png,pyimage595,False,Summer,6,1,Quantity:,0,Bundle:,To Do,,,,,
Plant Pomegranate,images/TODO.png,pyimage596,False,Summer,7,1,Quantity:,0,Bundle:,To Do,,,,,
Crocus,images/Crocus.png,pyimage597,False,Winter,0,0,Quantity:,1,Bundle:,Crafts: Fall Foraging,,,,,
Crystal Fruit,images/Crystal_Fruit.png,pyimage598,False,Winter,1,0,Quantity:,1,Bundle:,Crafts: Fall Foraging,,,,,
Snow Yam,images/Snow_Yam.png,pyimage599,False,Winter,2,0,Quantity:,1,Bundle:,Crafts: Fall Foraging,,,,,
Winter Root,images/Winter_Root.png,pyimage600,False,Winter,3,0,Quantity:,1,Bundle:,Crafts: Fall Foraging,,,,,
